,Initials,Country  ,Context,Example,Stock decline,Sp. distributional shifts,Ocean acidification,Extreme climatic events,Uncertainty (ecological),Market changes,Regulation change,Consolidation,Globalization,Uncertainty (social),Community,Implemented,Anticipatory,Responsive,Both,Internat.,Nat. govt.,Region. govt.,Local govt.,NGO,Uni.,Community assoc.,Business coop.,Business,Individual,,Reduce stressor,Reduce sensitivity,Cope,No change,Take advantage,Source,Notes,Confidence,,,,,
140,PJW,US-NE,N,Investments to improve value chain,,,,,,,1,2,,,Y,Y,,x,,,,,,,,x,,x,,,,x,,,,Witter & Stoll 2017,Example of company for matching supply & demand,,,,,,
141,PJW,US-SE,N,Economic/Community development,,,,,,,1,2,,,Y,Y,,x,,,,,,,,,,x,,,,x,,,,Witter & Stoll 2017,Unspecified Community Supported Fishery in Table 1,,,,,,
142,PJW,US-AK,N,Economic/Community development,,,,,,,1,2,,,Y,Y,,x,,,,,,,,,,x,,,,x,,,,Witter & Stoll 2017,Unspecified Community Supported Fishery in Table 1,,,,,,
143,PJW,US-NW,N,Economic/Community development,,,,,,,1,2,,,Y,Y,,x,,,,,,,,,,x,,,,x,,,,Witter & Stoll 2017,Unspecified Community Supported Fishery in Table 1,,,,,,
144,PJW,US-SW,N,Economic/Community development,,,,,,,1,2,,,Y,Y,,x,,,,,,,,,,x,,,,x,,,,Witter & Stoll 2017,Unspecified Community Supported Fishery in Table 1,,,,,,
145,PJW,CAN,N,Market diversification,,,,,,,1,2,,,Y,Y,,x,,,,,,,,x,,x,,,,x,,,,Witter & Stoll 2017,Community Supported Fishery (Cape Ann Fresh Catch),,,,,,
146,PJW,US-NE,N,Market diversification,,,,,,,1,2,,,Y,Y,,x,,,,,,,,,,x,,,,x,,,,Witter & Stoll 2017,"Example of 'boat to table' company in RI, also unspecified examples in Table 1",,,,,,
147,PJW,US-NW,N,Market diversification,,,,,,,1,2,,,Y,Y,,x,,,,,,,,,,x,,,,x,,,,Witter & Stoll 2017,Unspecified examples in Table 1,,,,,,
148,PJW,US-AK,N,Market diversification,,,,,,,1,2,,,Y,Y,,x,,,,,,,,,,x,,,,x,,,,Witter & Stoll 2017,Unspecified examples in Table 1,,,,,,
149,PJW,US-CAN,N,Market diversification,,,,,,,1,2,,,Y,Y,,x,,,,,,,,,,x,,,,x,,,,Witter & Stoll 2017,Unspecified examples in Table 1,,,,,,
150,PJW,US-SE,N,Market diversification,,,,,,,1,2,,,Y,Y,,x,,,,,,,,,,x,,,,x,,,,Witter & Stoll 2017,Unspecified examples in Table 1,,,,,,
151,PJW,US-SW,N,Market diversification,,,,,,,1,2,,,Y,Y,,x,,,,,,,,,,x,,,,x,,,,Witter & Stoll 2017,Unspecified examples in Table 1,,,,,,
152,PJW,USA,N,Coordination and organization,,,,,,,1,2,,,Y,N,,x,,,,,,,,,x,,,,,x,,,,Witter & Stoll 2017,,,,,,,
153,PJW,ICE,N,Individual property rights,1,,,,,,2,,,,N,N,,x,,,x,,,,,,,,,,x,,,,,Carothers & Chambers 2012,Demersal quota system,,,,,,
154,PJW,ICE,N,Community-based rights,,,,,,,1,2,,,Y,N,,x,,,x,,,,,,,,,,,x,,,,Carothers & Chambers 2012,Small-boat quota system,,,,,,
155,PJW,ICE,N,Community-based rights,,,,,,,1,2,,,Y,Y,,x,,,x,,,,,,,,,,,x,,,,Carothers & Chambers 2012,Coastal fishing system,,,,,,
156,PJW,ICE,N,Community-based rights,,,,,,,1,2,,,Y,Y,,x,,,x,,,,,,,,,,,x,,,,"Carothers & Chambers 2012, Edvardsson et al. 2018","Byggðakvóti, Byggðastofnun",,,,,,
157,PJW,ICE,N,Community-based rights,,,,,,,1,2,,,Y,Y,,,,,,,,,,,,,,,,,,,,Carothers & Chambers 2012,Coastal fishing system,,,,,,
158,PJW,US-AK,N,Community-based rights,,,,,,,1,2,,,Y,Y,,x,,,x,,,,,,,,,,,x,,,,Carothers & Chambers 2012,Community quota  purchase option, Community Quota Program Gulf of Alaska,,,,,
159,PJW,ICE,N,Diversify livelihoods,,,,,,,1,2,,,Y,N,,x,,,,,,,,,,x,x,,,,x,,,Carothers & Chambers 2012,Examples of switching to tourism and handicraft trades,,,,,,
160,PJW,US-AK,N,Individual property rights,1,,,,,,2,,,,Y,Y,,x,,,x,,,,,,,,,,x,,,,,McCay 2004,"halibut and sablefish IFQ program, with subsequent consolidation",,,,,,
161,PJW,US-NE,N,Individual property rights,1,,,,,,2,,,,Y,N,,x,,,x,,,,,,,,,,x,,,,,McCay 2004,"ocean quahog and clam IFQ program, with subsequent consolidation",,,,,,
162,PJW,CAN,N,Community-based rights,,,,,,,1,2,,,Y,Y,,x,,,,,,,,,x,,,,,x,,,,McCay 2004,"Sambro, CA, TAC for a particular community",,,,,,
163,PJW,CAN,N,Community-based rights,,,,,,,1,2,,,Y,Y,,x,,,,,,,,,x,,,,,x,,,,McCay 2004,"Bay of Fundy, CA, TAC for a particular community",,,,,,
164,PJW,USA,N,Economic/community development,1,,,,,,2,,,,Y,N,,x,,,x,x,,x,,,x,,,,,x,,,,Weber & Iudicello 2005,theoretical and practical framework for community-based fisheries management with proposed locaitons,,,,,,
165,PJW,USA,N,Community-based rights,1,,,,,,2,,,,Y,N,,x,,,x,x,,x,,,x,,,,,x,,,,Weber & Iudicello 2005,theoretical and practical framework for community-based fisheries management with proposed locaitons,,,,,,
166,PJW,USA,N,Coordination and organization,1,,,,,2,,,,,N,N,,x,,,x,,,x,,,,,,,x,,,,,Gútierrez & Morgan 2017,Says more coordination between US govt programs and MSC and MSC-like certification programs is needed to ensure sustainable outcomes in fisheries governance+,,,,,,
167,PJW,US-NE,N,Investment in new gear or innovations,,,,,,2,1,,,,N,N,,x,,,,,,,,,,x,,,,x,,,,Johnson et al. 2014,"Ethnographic study of ME fishers' concept of resilience, in which they indicate its important to try new things like gear changes to reduce bycatch and innovation in fishing technology",,,,,,
168,PJW,US-NE,N,Diversify livelihoods,2,,,,,,1,,,,N,N,,,x,,,,,,,,,x,x,,,x,,,x,Johnson et al. 2014,"Ethnographic study of ME fishers' concept of resilience, in which they indicate its important to keep a portfolio of licenses and try new resources when necessary",,,,,,
169,PJW,US-NE,N,Financial assistance to help survive bad fishing years,,,,,1,,,,,2,N,N,x,,,,,,,,,,,x,x,,,x,,,,Johnson et al. 2014,Individual business/personal savings to get by bad fishing years. ,,,,,,
170,PJW,US-NE,N,Market diversification,2,,,,,,1,,,,Y,Y,,x,,,,,,x,,x,,,,,,x,,,x,"Johnson et al. 2014, Jain & Garderet 2011",Port Clyde new marketing brand Port Clyde Fresh Catch,,,,,,
171,PJW,US-NE,N,Investment in new gear or innovations,2,,,,,,1,,,,Y,Y,,x,,,,,,x,,x,,,,,,x,,,,"Johnson et al. 2014, Jain & Garderet 2011",Port Clyde Midcoast Fisherman´s Association goal while forming the community-supported fishery,,,,,,
172,PJW,US-NE,N,Economic/Community development,2,,,,,,1,,,,Y,Y,,x,,,,,,x,,x,x,,,,,x,,,,"Johnson et al. 2014, Jain & Garderet 2011","Port Clyde Community-Supported Fishery, helped by nonprofit Island Institute",,,,,,
173,PJW,US-NE,N,Permit/license/quota bank,2,,,,,,1,,,,Y,Y,,x,,,,,,x,,x,x,,,,,x,,,,"Johnson et al. 2014, Jain & Garderet 2011",Port Clyde groundfish sector creation and permit bank,,,,,,
174,PJW,US-NE,N,Coordination and organization,2,,,,,,1,,,,Y,Y,,x,,,,,,x,,,x,,,,,,,,,Johnson et al. 2014,"Cobscook Bay NGO 'provided fishermen with organizational support and has
facilitated dialogue in the community'",,,,,,
175,PJW,US-NE,N,Investments to improve value chain,2,,,,,,1,,,,Y,Y,,x,,,,,,x,,,x,,,,,,,,,Johnson et al. 2014,"Cobscook Bay NGO improve marketing
facilitated dialogue in the community'",,,,,,
176,PJW,USA,N,Market diversification,1,,,,,,,,,,N,N,x,,,,,,,x,,,,,,,x,,,,,Love et al. 2017,Fishery sustainability links with health policy: Peruvian example transferrable to the use describing changes due to social marketing campaign,,,,,,
177,PJW,USA,N,Investments to improve value chain,1,,,,,,,,,,N,N,x,,,,,,,x,,,,,,,x,,,,,Love et al. 2017,Fishery sustainability links with health policy: Peruvian example transferrable to the use describing changes due to social marketing campaign,,,,,,
178,PJW,US-AK,N,Economic/Community development,2,,,,,,,,1,,Y,Y,,x,,,,x,,,,,,,,,x,,,,,Love et al. 2017,"Fishery sustainability links with health policy: Fish to School program based in a law that promtes local agriculture in public schools- promote student health, education about traditional foods and cultural and economic significance of purchasing local seafood",,,,,,
179,PJW,US-AK,N,Education,2,,,,,,,,1,,Y,Y,,x,,,,x,,,,,,,,,x,,,,,Love et al. 2017,"Fishery sustainability links with health policy: Fish to School program based in a law that promtes local agriculture in public schools- promote student health, education about traditional foods and cultural and economic significance of purchasing local seafood",,,,,,
180,PJW,US-NE,N,Economic/Community development,2,,,,,,,,1,,Y,Y,,x,,,,x,,,,,,,,,x,,,,,Love et al. 2017,"Fishery sustainability links with health policy: Fish to School program based on AK version transferred to other coastal states (MA,NH,in progress)",,,,,,
181,PJW,US-NE,N,Education,2,,,,,,,,1,,Y,Y,,x,,,,x,,,,,,,,,x,,,,,Love et al. 2017,"Fishery sustainability links with health policy: Fish to School program based on AK version transferred to other coastal states (MA,NH,in progress)",,,,,,
182,PJW,US-NW,N,Economic/Community development,2,,,,,,,,1,,Y,Y,,x,,,,x,,,,,,,,,x,,,,,Love et al. 2017,"Fishery sustainability links with health policy: Fish to School program based on AK version transferred to other coastal states (OR, in progress)",,,,,,
183,PJW,US-NW,N,Education,2,,,,,,,,1,,Y,Y,,x,,,,x,,,,,,,,,x,,,,,Love et al. 2017,"Fishery sustainability links with health policy: Fish to School program based on AK version transferred to other coastal states (OR, in progress)",,,,,,
184,PJW,USA,N,Review program/regulations,2,,,,,,,,1,,Y,N,,x,,,x,x,,,,,,,,,x,,,,,Love et al. 2017,"Fishery sustainability links with health policy: recommendations to review policies at state level and how they can promote both (for example through food purchasing requirements); mentioned as an example as well as a suggestion for federal and state govt; also mentioned later under 'Shift assumptions about fisheries management as a way for shifting the entire goal of fisheries mangement to include a community basis; also to change how success is measured to include seafood distribution, food access, supply chain and consumption patterns",,,,,,
185,PJW,USA,N,Investments to improve value chain,2,,,,,,,,1,,Y,Y,,x,,,,,,,,,,x,,,x,,,,,Love et al. 2017,Improved fish marketing technology via Red's Best seafood dealer to enable purchase of locally caught fish,,,,,,
186,PJW,USA,N,Investments to improve value chain,2,,,,,,,,1,,Y,Y,,x,,,,,,x,,,,x,,,x,,,,,Love et al. 2017,"Partnerships between NGOs and large institutions (e.g., hospitals and universities) to pruchase local seafood and local CSFs",,,,,,
187,PJW,USA,N,Coordination and organization,2,,,,,,,,1,,N,N,,x,,,x,,,,,,,,,,x,,,,,Love et al. 2017,Strengthen federal agency linkages and make policy changes that integrate nutrition within sustainability and sustainability with nutrition guidelines,,,,,,
188,PJW,USA,N,Coordination and organization,2,,,,,,,,1,,N,N,,x,,,x,,,,,,,,,,x,,,,,Love et al. 2017,Strengthen federal agency linkages and make policy changes that integrate nutrition within sustainability and sustainability with nutrition guidelines, coordinate different federal programs, 'move toward national food policy that recognizes how fisheries and agriculture policy can support human health and the environment,,,,
189,PJW,USA,N,Economic/Community development,2,,,,,,,,1,,Y,N,,x,,,x,x,,,,,,,,,,,,,,Love et al. 2017,"Foster federal agency investments in people' - argues that NMFS makes investments based on harvesting, but not based on the full value chain, including building connections, alternative supply chanins, or innovations in traceability technology, CSF, direct marketing",,,,,,
190,PJW,USA,N,Investment in new gear or innovations,2,,,,,,,,1,,Y,N,,x,,,x,x,,,,,,,,,,,,,,Love et al. 2017,"Foster federal agency investments in people' - argues that NMFS makes investments based on harvesting, but not based on the full value chain, including building connections, alternative supply chanins, or innovations in traceability technology, CSF, direct marketing",,,,,,
191,PJW,USA,N,Investments to improve value chain,2,,,,,,,,1,,Y,N,,x,,,x,x,,,,,,,,,,,,,,Love et al. 2017,"Foster federal agency investments in people' - argues that NMFS makes investments based on harvesting, but not based on the full value chain, including building connections, alternative supply chanins, or innovations in traceability technology, CSF, direct marketing",,,,,,
192,PJW,USA,N,Research,2,,,,,,,,1,,Y,N,,x,,,x,x,,,,,,,,,,,,,,Love et al. 2017,"Integrate traditional social science fisheries research with food systems, health policy, and social justice",,,,,,
193,PJW,USA,N,Coordination and organization,2,,,,,,,,1,,Y,N,,x,,,,x,x,x,,x,x,x,x,,x,,,,,Love et al. 2017,"Broaden the perspectives and range of stakeholders in fisheries mangament to include consumer groups, puglic health professionals, civil society orgs and local seafood marketers alongside the traditional stakeholders of harvester organizations, ENGOs and processing reps",,,,,,
194,PJW,US-NE,N,Coordination and organization,2,,,,,,,,1,,Y,N,,x,,,,x,,x,x,,x,x,,,x,,,,,Love et al. 2017,Seafood Marketing group within the NMFS Greater Atlantic Regional Fisheries Office,,,,,,
195,PJW,US-NW,N,Transition out of fisheries,1,,,,,,2,,,,Y,Y,,x,,,,,,x,,,,,,,,x,,,,Jain and Garderet 2011,Morro Bay bayout: TNC bought 13 trawling with a promise from the fed govt to set up a no-trawling MPA in exchange.  Also led to a permit bank which may be listed earlier. Permit bank requires information sharing.,,,,,,
196,PJW,US-NW,N,MPAs,1,,,,,,2,,,,Y,Y,,x,,,,,,x,,,,,,,,x,,,,Jain and Garderet 2011,Morro Bay bayout: TNC bought 13 trawling with a promise from the fed govt to set up a no-trawling MPA in exchange.  Also led to a permit bank which may be listed earlier. Permit bank requires information sharing.,,,,,,
197,PJW,US-NW,N,Permit/license/quota bank,1,,,,,,2,,,,Y,Y,,x,,,,,,x,,,,,,,,x,,,,Jain and Garderet 2011,Morro Bay bayout: TNC bought 13 trawling with a promise from the fed govt to set up a no-trawling MPA in exchange.  Also led to a permit bank which may be listed earlier. Permit bank requires information sharing.,,,,,,
198,PJW,US-NW,N,Cooperatives,1,,,,,,2,,,,Y,Y,,x,,,,,,x,,,,,,,,x,,,,Jain and Garderet 2011,Morro Bay bayout: TNC bought 13 trawling with a promise from the fed govt to set up a no-trawling MPA in exchange.  Also led to a permit bank which may be listed earlier. Permit bank requires information sharing.,,,,,,
199,PJW,US-NW,N,Market diversification,1,,,,,,2,,,,Y,Y,x,,,,,,,x,,,,x,,,,x,,,,Jain and Garderet 2011,Sea Change Investment Fund: CA-based 'venture capital fund intended to create financial returns … and conservation benefits… The mission … is to connect sources of sustainable seafood with interested consumers.',,,,,,
200,PJW,US-NW,N,Investments to improve value chain,1,,,,,,2,,,,Y,Y,x,,,,,,,x,,,,x,,,,x,,,,Jain and Garderet 2011,Sea Change Investment Fund: CA-based 'venture capital fund intended to create financial returns … and conservation benefits… The mission … is to connect sources of sustainable seafood with interested consumers.',,,,,,
201,PJW,USA,N,Research,1,,,,,,2,,,,Y,Y,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,Research is one way that disaster relief funds are often used. Many examples of disasters declared were given but not all repeated here.,,,,,,
202,PJW,USA,N,Restoration,1,,,,,,2,,,,Y,Y,,x,,,,,,,,,,,,,,,x,,,Upton 2013,If restoration is needed then this can be a fund,,,,,,
203,PJW,USA,N,Reductions in other stressors,1,,,,,,2,,,,Y,Y,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,"Similar to restoration, may be one option by which funds may be appropriated",,,,,,
204,PJW,USA,N,Disaster risk management,1,,,,,,2,,,,N,Y,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,"Several federal laws in place from which fishers can get appropriations after a disaster is declared. Includes portions of the Magnuson Stevens Act, the Interjurisdictional Fisheries Act, funds from the Small Business Administration, and the U.S. Troop Readiness, Veterans’ Care, Katrina
Recovery, and Iraq Accountability Appropriations Act. The states take the responsibility most often for forming programs and distributing the funds.",,,,,,
205,PJW,USA,N,Disaster funds,1,,,,,,2,,,,N,Y,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,"Several federal laws in place from which fishers can get appropriations after a disaster is declared. Includes portions of the Magnuson Stevens Act, the Interjurisdictional Fisheries Act, funds from the Small Business Administration, and the U.S. Troop Readiness, Veterans’ Care, Katrina
Recovery, and Iraq Accountability Appropriations Act. The states take the responsibility most often for forming programs and distributing the funds.",,,,,,
206,PJW,USA,N,Transition out of fisheries,1,,,,,,2,,,,Y,N,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,"Similar to restoration, may be one option by which funds may be appropriated",,,,,,
207,PJW,USA,N,Financial assistance to help transition out of fishery,1,,,,,,2,,,,Y,N,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,"Similar to restoration, may be one option by which funds may be appropriated",,,,,,
208,PJW,USA,N,Education,1,,,,,,2,,,,Y,N,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,"Similar to restoration, may be one option by which funds may be appropriated",,,,,,
209,PJW,USA,N,Diversify livelihoods,1,,,,,,2,,,,Y,N,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,"Similar to restoration, may be one option by which funds may be appropriated",,,,,,
210,PJW,USA,N,Economic/Community development,1,,,,,,2,,,,Y,N,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,"Similar to restoration, may be one option by which funds may be appropriated",,,,,,
211,PJW,USA,N,Financial assistance to help survive bad fishing years,1,,,,,,2,,,,Y,N,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,"Similar to restoration, may be one option by which funds may be appropriated",,,,,,
212,PJW,USA,N,"Financial assistance or investment for entering, transferring, or restructuring fishing businesses",1,,,,,,2,,,,Y,N,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,"Similar to restoration, may be one option by which funds may be appropriated",,,,,,
213,PJW,USA,N,Review program/regulations,1,,,,,,2,,,,Y,N,,x,,,x,,,,,,,,,,,x,,,,Upton 2013,Suggestion that decision-making takes too long,,,,,,
214,PJW,US-SE,N,Transition out of fisheries,1,,,,,,2,,,,N,Y,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,Florida Trap Fishery example - buyback of trap certificates,,,,,,
215,PJW,US-SE,N,Restoration,1,,,,,,2,,,,N,Y,,x,,,x,x,,,,,,,,,,x,,,,Upton 2013,Florida Trap Fishery example - retrieval fo last traps and debris,,,,,,
216,PJW,US-SE,N,Research,1,,,,,,2,,,,N,Y,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,Florida Trap Fishery example - research on trap reduction program,,,,,,
217,PJW,US-SE,N,Financial assistance to help survive bad fishing years,1,,,,,,2,,,,N,Y,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,"North Carolina Fisheries example: economic relief to seafood dealers, charter and head boats and commercial fishing piers ",,,,,,
218,PJW,US-SE,N,Restoration,1,,,,,,2,,,,N,Y,,x,,,x,x,,,,,,,,,,x,,,,Upton 2013,North Carolina Fisheries example:  funding of research and oyster habitat enhancement,,,,,,
219,PJW,US-SE,N,Research,1,,,,,,2,,,,N,Y,,x,,,x,x,,,,,,,,,,x,,,,Upton 2013,North Carolina Fisheries example:  funding of research and oyster habitat enhancement,,,,,,
220,PJW,US-NE,N,Financial assistance to help survive bad fishing years,1,,,,,,2,,,,N,Y,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,"Long Island Sound Lobster Fishery example: economic compensation to fishermen, interest subsity loans",,,,,,
221,PJW,US-NE,N,Transition out of fisheries,1,,,,,,2,,,,N,Y,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,"Long Island Sound Lobster Fishery example: trap tag buyback, job training",,,,,,
222,PJW,US-NE,N,Financial assistance to help transition out of fishery,1,,,,,,2,,,,N,Y,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,"Long Island Sound Lobster Fishery example: job training, small business development",,,,,,
223,PJW,US-NE,N,Education,1,,,,,,2,,,,N,Y,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,"Long Island Sound Lobster Fishery example: job training, small business development",,,,,,
224,PJW,US-NE,N,Research,1,,,,,,2,,,,N,Y,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,Long Island Sound Lobster Fishery example: research on causes of the disaster,,,,,,
225,PJW,US-NW,N,Financial assistance to help survive bad fishing years,1,,,,,,2,,,,N,Y,,x,,,x,x,x,,,,,,,,,,x,,,Upton 2013,West Coast Groundfish Fisheries example: Direct aid to fishermen and resource dependent communities,,,,,,
226,PJW,US-AK,N,Economic/Community development,1,,,,,,2,,,,Y,Y,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,Bering Sea AK Snow Crab example: Community and economic development,,,,,,
227,PJW,US-AK,N,Research,1,,,,,,2,,,,N,Y,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,"Bering Sea AK Snow Crab example: Bering Sea ecosystem research, cooperative research",,,,,,
228,PJW,US-NE,N,Financial assistance to help survive bad fishing years,,,,,1,,2,,,,N,Y,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,Red Tide (New England) example: direct aid to the fishing industry,,,,,,
229,PJW,US-NE,N,Financial assistance to help survive bad fishing years,,,,,1,,2,,,,N,Y,x,,,,x,x,,,,,,,,,,x,,,,Upton 2013,Red Tide (New England) example: monitoring to improve management of future outbreaks,,,,,,
230,PJW,US-SE,N,Restoration,1,,,,,,2,,,,N,Y,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,Chesapeake Bay Blue Crab (Maryland and Virginia) example: habitat improvement,,,,,,
231,PJW,US-SE,N,Financial assistance to help survive bad fishing years,1,,,,,,2,,,,N,Y,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,"Chesapeake Bay Blue Crab (Maryland and Virginia) example: employing watermen, industry projects",,,,,,
232,PJW,US-SE,N,Financial assistance to help transition out of fishery,1,,,,,,2,,,,N,Y,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,Chesapeake Bay Blue Crab (Maryland and Virginia) example: buyback,,,,,,
233,PJW,US-SE,N,Research,1,,,,,,2,,,,N,Y,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,Chesapeake Bay Blue Crab (Maryland and Virginia) example: research and monitoring,,,,,,
234,PJW,US-NW,N,Financial assistance to help survive bad fishing years,1,,,,,,2,,,,N,Y,,x,,x,x,,,,,,,,,,,,x,,,Upton 2013,Fraser River/Lummi Indian Fishery (Sockeye salmon) example: relief was provided for tribal and non-tribal fishermen,,,,,,
235,PJW,US-AK,N,Financial assistance to help survive bad fishing years,1,,,,,,2,,,,Y,Y,,x,,,x,x,x,,,,,,,,,,x,,,Upton 2013,Yukon River Alaska example: assistance to fishermen and communities,,,,,,
236,PJW,US-SE,N,Investments to improve value chain,,,,,,1,2,,,,N,Y,,x,,,x,x,,,,,,,,,,,x,,,Upton 2013,Gulf of Mexico Oil Spill example: strategic marketing plan and health safety assurance program for Gulf of Mexico seafood.,,,,,,
237,PJW,AUS,N,Transition out of fisheries,,,,,,,1,,,2,N,Y,x,,,,x,,,,,,,,,,,x,,,,Teh et al. 2017,Example Australia Southeast Trawl buyback program,,,,,,
238,PJW,US-NW,N,Transition out of fisheries,1,,,,,,2,,,,N,Y,,x,,,x,,,,,,,,,,,,x,,,Teh et al. 2017,"Example US Pacific Groundfish buyback program, in response to a declared fishery disaster; may overlap with Conway and Shaw 2007",,,,,,
239,PJW,CAN,N,Transition out of fisheries,,,,,,,,,2,1,Y,Y,,x,,,x,,,,,,x,,,,,,x,,,Teh et al. 2017,Example BC Salmon buyback program,,,,,,
240,PJW,CAN,N,Financial assistance to help transition out of fishery,,,,,,,,,2,1,Y,Y,,x,,,x,,,,,,x,,,,,,x,,,Teh et al. 2017,Example BC Salmon buyback program - financial assistance mentioned and retraining program,,,,,,
241,PJW,CAN,N,Education,,,,,,,,,2,1,Y,Y,,x,,,x,,,,,,x,,,,,,x,,,Teh et al. 2017,Example BC Salmon buyback program - financial assistance mentioned and retraining program,,,,,,
242,PJW,NOR,N,Transition out of fisheries,,,,,,,,,,1,N,Y,x,,,,x,,,,,,,,,,,x,,,,Teh et al. 2017,Example Norway purse seine buyback program,,,,,,
243,PJW,NOR,N,Financial assistance to help transition out of fishery,2,,,,,,,,,1,N,Y,x,,,,x,,,,,,,,,,,x,,,,Teh et al. 2017,"Example Norway purse seine buyback program, includes partial pension payments and unemployment",,,,,,
244,PJW,US-NW,N,Diversify livelihoods,,,,,,,,1,,,Y,N,,x,,x,x,,,,,,,,,,,x,,,,Soliman 2014,"Proposed policy intervention of a buyback program for armchair quota that can then be auctioned and redistributed to communities or smaller fisherman, specifically as recreational quota to fit the US/CA Pacific halibut fishery",,,,,,
